,AAPL,ABC,AMZN,ANTM,BA,BAC,CAH,COST,CVS,CVX,DWDP,F,GE,GM,GOOGL,HD,JPM,KR,MCK,MSFT,PCAR,PSX,T,UNH,UNP,VZ,WBA,WFC,WMT,XOM
2023-03-31 09:41:00-04:00,162.76499938964844,160.25999450683594,102.64800262451172,,213.6699981689453,28.5,75.37000274658203,495.69000244140625,74.49559783935547,162.47999572753906,,12.454999923706055,94.55000305175781,36.2599983215332,101.63999938964844,289.1099853515625,129.58999633789062,49.27000045776367,360.9999084472656,283.7699890136719,72.08000183105469,99.38999938964844,19.08919906616211,471.5299987792969,199.44000244140625,38.73500061035156,34.69499969482422,37.845001220703125,148.17999267578125,109.88500213623047
2023-03-31 09:42:00-04:00,162.85000610351562,160.32000732421875,102.88710021972656,,213.9600067138672,28.5049991607666,75.41999816894531,495.9100036621094,74.5199966430664,162.72500610351562,,12.460000038146973,94.58000183105469,36.260101318359375,101.63999938964844,289.5400085449219,129.5968017578125,49.30500030517578,360.6099853515625,284.0,72.05000305175781,99.37999725341797,19.06999969482422,472.25,199.1300048828125,38.70500183105469,34.71500015258789,37.70500183105469,148.43499755859375,109.98999786376953
2023-03-31 09:43:00-04:00,162.75,160.44000244140625,102.78990173339844,,214.17999267578125,28.5049991607666,75.37999725341797,495.2799987792969,74.55000305175781,162.60000610351562,,12.454999923706055,94.48999786376953,36.26499938964844,101.51000213623047,289.260009765625,129.60000610351562,49.290000915527344,360.70001220703125,283.889892578125,72.12000274658203,99.4000015258789,19.065000534057617,472.6449890136719,199.1300048828125,38.67499923706055,34.720001220703125,37.76499938964844,147.77999877929688,109.93499755859375
2023-03-31 09:44:00-04:00,162.75,,102.81999969482422,,213.92059326171875,28.440000534057617,75.41999816894531,495.239990234375,74.54000091552734,162.5500030517578,,12.414999961853027,94.33000183105469,36.18000030517578,101.51000213623047,289.7200012207031,129.41000366210938,49.29999923706055,360.625,283.9599914550781,72.02999877929688,99.36000061035156,19.05500030517578,472.3299865722656,199.0749969482422,38.641998291015625,34.70000076293945,37.654998779296875,148.00750732421875,109.91999816894531
2023-03-31 09:45:00-04:00,162.88160705566406,,102.73999786376953,,214.1300048828125,28.459999084472656,75.37999725341797,494.9200134277344,74.54000091552734,162.52000427246094,,12.404999732971191,94.41000366210938,36.220001220703125,101.54000091552734,289.3599853515625,129.44659423828125,49.2599983215332,360.5849914550781,283.94000244140625,72.04000091552734,99.41999816894531,19.049999237060547,472.4775085449219,199.07679748535156,38.63999938964844,34.70500183105469,37.654998779296875,147.8800048828125,109.90499877929688
2023-03-31 09:46:00-04:00,162.85000610351562,160.39999389648438,102.7655029296875,,214.31640625,28.454999923706055,75.38999938964844,494.76690673828125,74.54000091552734,162.68499755859375,,12.449000358581543,94.53500366210938,36.279998779296875,101.61830139160156,289.6600036621094,129.4499969482422,49.244998931884766,360.6050109863281,283.8677062988281,72.16000366210938,99.4000015258789,19.049999237060547,472.3299865722656,199.0800018310547,38.60499954223633,34.720001220703125,37.61009979248047,147.9199981689453,109.98999786376953
2023-03-31 09:47:00-04:00,162.83839416503906,160.375,102.7699966430664,,214.7449951171875,28.479999542236328,75.37000274658203,495.1400146484375,74.5250015258789,162.65499877929688,,12.454999923706055,94.54000091552734,36.31999969482422,101.55000305175781,289.20001220703125,129.38999938964844,49.2151985168457,360.5,283.9100036621094,72.20999908447266,99.5199966430664,19.045000076293945,471.7049865722656,198.98060607910156,38.5718994140625,34.71500015258789,37.66999816894531,148.0500030517578,110.04000091552734
2023-03-31 09:48:00-04:00,162.94000244140625,160.2100067138672,102.81500244140625,,214.34060668945312,28.475000381469727,75.33000183105469,495.1499938964844,74.43499755859375,162.60499572753906,,12.46500015258789,94.62999725341797,36.349998474121094,101.55999755859375,289.2099914550781,129.3699951171875,49.189998626708984,360.1499938964844,283.9100036621094,72.23999786376953,99.375,19.040000915527344,471.8900146484375,199.07000732421875,38.56999969482422,34.70000076293945,37.662498474121094,147.80999755859375,109.8499984741211
2023-03-31 09:49:00-04:00,162.8800048828125,,102.7699966430664,,214.26499938964844,28.479999542236328,75.21499633789062,494.75,74.41999816894531,162.47000122070312,,12.480600357055664,94.56999969482422,36.345001220703125,101.69000244140625,289.0,129.3679962158203,49.165000915527344,359.739990234375,284.2200012207031,72.1449966430664,99.3499984741211,19.05500030517578,472.06500244140625,198.8249969482422,38.59000015258789,34.71500015258789,37.67499923706055,147.77000427246094,109.69999694824219
2023-03-31 09:50:00-04:00,162.7100067138672,160.17999267578125,102.70500183105469,,214.42999267578125,28.475000381469727,75.22000122070312,495.3900146484375,74.44000244140625,162.33999633789062,,12.470000267028809,94.54000091552734,36.34000015258789,101.67500305175781,288.92999267578125,129.38999938964844,49.192901611328125,360.010009765625,284.20001220703125,72.16999816894531,99.31999969482422,19.065200805664062,472.5,198.90499877929688,38.59040069580078,34.685001373291016,37.75,147.8800048828125,109.5999984741211
2023-03-31 09:51:00-04:00,162.57000732421875,160.2449951171875,102.6781005859375,,214.27999877929688,28.479999542236328,75.2699966430664,495.5,74.44000244140625,162.49000549316406,,12.475000381469727,94.69999694824219,36.380001068115234,101.80000305175781,289.1300048828125,129.375,49.165000915527344,360.3900146484375,284.3949890136719,72.19999694824219,99.44499969482422,19.05500030517578,472.57000732421875,198.83999633789062,38.56999969482422,34.654998779296875,37.720001220703125,147.85000610351562,109.6050033569336
